target_id	length	eff_length	est_counts	tpm
ENST00000196489	2508	2320.52	8.08544	1.93449
ENST00000359489	1602	1414.52	0	0
ENST00000428052	1647	1459.52	7.91456	3.01068
ENST00000536878	4252	4064.52	30.6277	4.18363
ENST00000307468	2676	2488.52	32.0057	7.1406
ENST00000356724	1586	1398.52	0	0
ENST00000332854	2964	2776.52	19	3.79928
ENST00000418193	1676	1488.52	18.0499	6.73238
ENST00000396161	3535	3347.52	30.9501	5.13318
ENST00000541849	1769	1581.52	0	0
ENST00000407202	1750	1562.52	0	0
ENST00000541072	591	403.71	2.16283	2.97441
ENST00000542008	530	343.04	0.580629	0.939728
ENST00000347302	2472	2284.52	0.000368138	8.94672e-05
ENST00000540556	2759	2571.52	0	0
ENST00000254182	1959	1771.52	0	0
ENST00000391703	2239	2051.52	2.61645	0.708084
ENST00000299871	2577	2389.52	0	0
ENST00000535785	2641	2453.52	0	0
ENST00000540780	462	275.962	0	0
ENST00000240731	2440	2252.52	14.0681	3.46749
ENST00000420680	1707	1519.52	8.5716	3.13187
ENST00000544273	2639	2451.52	0	0
ENST00000541801	2395	2207.52	0	0
ENST00000318203	2245	2057.52	0	0
ENST00000356715	3699	3511.52	12.9295	2.04425
ENST00000282296	3699	3511.52	12.9295	2.04425
ENST00000359821	1525	1337.52	3.64019e-07	1.51103e-07
ENST00000270632	1467	1279.52	0	0
ENST00000439922	847	659.521	0	0
ENST00000357701	3598	3410.52	0	0
ENST00000391816	1271	1083.52	0	0
ENST00000270620	1223	1035.52	5.02656	2.69501
ENST00000376920	825	637.521	96.2871	83.8536
ENST00000334976	1946	1758.52	347.623	109.751
ENST00000376918	2033	1845.52	22.063	6.63735
ENST00000293431	818	630.521	16.7748	14.7708
ENST00000391815	769	581.58	18.2252	17.3985
ENST00000376916	847	659.521	0	0
ENST00000389208	1043	855.521	3	1.94688
ENST00000389201	2958	2770.52	0	0
ENST00000535879	1400	1212.52	0	0
ENST00000544769	2838	2650.52	14	2.93255
ENST00000338916	2913	2725.52	0	0
ENST00000425202	760	572.58	0	0
ENST00000458538	493	306.494	0	0
ENST00000490451	477	290.763	2	3.81891
ENST00000293441	6643	6455.52	0	0
ENST00000391813	4785	4597.52	0	0
ENST00000391814	6622	6434.52	0	0
ENST00000483981	428	242.972	1	2.28503
ENST00000468654	668	480.58	0	0
ENST00000461154	558	370.824	0	0
ENST00000483128	780	592.521	0	0
ENST00000359082	6616	6428.52	0	0
ENST00000250340	1405	1217.52	7	3.19205
ENST00000445858	1128	940.521	0	0
ENST00000270590	1071	883.521	0	0
ENST00000270593	1347	1159.52	0	0
ENST00000270594	1068	880.521	0	0
ENST00000391812	1666	1478.52	13.0323	4.89374
ENST00000345523	1503	1315.52	142.22	60.022
ENST00000326989	933	745.521	0	0
ENST00000301420	874	686.521	0	0
ENST00000448701	1854	1666.52	0	0
ENST00000326856	1309	1121.52	0	0
ENST00000416184	1054	866.521	0	0
ENST00000301421	1172	984.521	0	0
ENST00000544946	1261	1073.52	0	0
ENST00000326003	1464	1276.52	0	0
ENST00000422986	1335	1147.52	0	0
ENST00000326052	834	646.521	0	0
ENST00000360617	1906	1718.52	0	0
ENST00000435152	555	367.861	0	0
ENST00000325321	2834	2646.52	0	0
ENST00000358049	2871	2683.52	0	0
ENST00000391810	892	704.521	0	0
ENST00000324041	1347	1159.52	1	0.478817
ENST00000431178	481	294.675	0	0
ENST00000336334	1561	1373.52	0	0
ENST00000391809	1426	1238.52	0	0
ENST00000376853	376	193.326	0	0
ENST00000310157	1510	1322.52	0	0
ENST00000376851	1526	1338.52	11	4.56263
ENST00000391808	1478	1290.52	0	0
ENST00000456750	429	243.947	0	0
ENST00000424910	134	22.0473	0	0
ENST00000304045	1927	1739.52	0.500568	0.159765
ENST00000391807	1927	1739.52	0.500568	0.159765
ENST00000336317	1339	1151.52	0	0
ENST00000391806	1148	960.521	0	0
ENST00000291726	1013	825.521	0	0
ENST00000347619	590	402.71	0	0
ENST00000320838	456	270.071	0	0
ENST00000376832	1602	1414.52	0	0
ENST00000250366	1438	1250.52	0	0
ENST00000544410	683	495.58	0	0
ENST00000391805	3006	2818.52	0	0
ENST00000309958	3105	2917.52	0	0
ENST00000358789	2967	2779.52	0	0
ENST00000319756	1273	1085.52	0	0
ENST00000391804	1266	1078.52	0	0
ENST00000319720	1191	1003.52	0	0
ENST00000453757	1179	991.521	0	0
ENST00000525263	1077	889.521	0	0
ENST00000527305	663	475.58	0	0
ENST00000526824	1170	982.521	0	0
ENST00000531374	962	774.521	0	0
ENST00000529888	735	547.58	0	0
ENST00000530943	887	699.521	0	0
ENST00000250351	882	694.521	0	0
ENST00000250352	1170	982.521	0	0
ENST00000319590	1074	886.521	0	0
ENST00000156476	1258	1070.52	0	0
ENST00000335422	378	195.207	0	0
ENST00000376799	1239	1051.52	0	0
ENST00000441527	1614	1426.52	0	0
ENST00000476305	1282	1094.52	1.15975	0.588288
ENST00000156499	1060	872.521	0	0
ENST00000391802	1133	945.521	0	0
ENST00000421832	2107	1919.52	17	4.91704
ENST00000440804	1572	1384.52	0	0
ENST00000250360	1689	1501.52	0	0
ENST00000317643	1754	1566.52	0	0
ENST00000305628	1475	1287.52	1.68979	0.728663
ENST00000536156	713	525.58	0.310209	0.32769
ENST00000305812	1322	1134.52	0	0
ENST00000341811	1373	1185.52	3	1.40495
ENST00000262262	1466	1278.52	0	0
ENST00000421133	1085	897.521	0	0
ENST00000391796	1108	920.521	0	0
ENST00000436584	1494	1306.52	0	0
ENST00000316401	1706	1518.52	0	0
ENST00000270642	2606	2418.52	0	0
ENST00000542561	144	25.1909	0	0
ENST00000335624	3679	3491.52	13	2.06717
ENST00000309244	915	727.521	162.2	123.781
ENST00000354232	1300	1112.52	1.79951	0.898035
ENST00000291715	974	786.521	0	0
ENST00000221978	826	638.521	0	0
ENST00000221973	983	795.521	0	0
ENST00000574814	1318	1130.52	0	0
ENST00000570516	788	600.521	0	0
ENST00000353836	3109	2921.52	0	0
ENST00000357375	3059	2871.52	0	0
ENST00000441969	1960	1772.52	0	0
ENST00000525998	1841	1653.52	0	0
ENST00000436984	1776	1588.52	0	0
ENST00000439889	2126	1938.52	0	0
ENST00000339313	2247	2059.52	0	0
ENST00000529627	596	408.71	0	0
ENST00000530476	561	373.787	0	0
ENST00000524527	630	442.625	0	0
ENST00000432469	2859	2671.52	0	0
ENST00000442846	2664	2476.52	4.61619	1.03488
ENST00000356298	2997	2809.52	0	0
ENST00000541705	3779	3591.52	24.395	3.77112
ENST00000512439	5687	5499.52	2.00072	0.20198
ENST00000426889	2746	2558.52	0	0
ENST00000396157	429	243.947	0	0
ENST00000317398	2433	2245.52	0	0
ENST00000335820	1932	1744.52	2	0.636505
ENST00000317178	5292	5104.52	28.2306	3.07052
ENST00000473585	506	319.306	0	0
ENST00000431353	549	361.897	0.00137716	0.00211275
ENST00000451849	546	358.969	0	0
ENST00000489376	1971	1783.52	1.13624	0.353706
ENST00000308137	346	165.384	0	0
ENST00000430084	1697	1509.52	3.35898	1.23543
ENST00000449441	1802	1614.52	2.58485	0.888874
ENST00000396154	2215	2027.52	8.05616	2.20603
ENST00000396150	1958	1770.52	0	0
ENST00000391702	2265	2077.52	0	0
ENST00000430817	1528	1340.52	0	0
ENST00000321424	2948	2760.52	0	0
ENST00000340550	2669	2481.52	0	0
ENST00000396477	969	781.521	0	0
ENST00000451626	1197	1009.52	1	0.549962
ENST00000451086	1256	1068.52	0	0
ENST00000291707	2121	1933.52	0	0
ENST00000346477	1940	1752.52	0	0
ENST00000425629	1870	1682.52	0	0
ENST00000359982	1811	1623.52	0	0
ENST00000436458	1713	1525.52	0	0
ENST00000343300	1746	1558.52	0	0
ENST00000474054	545	357.969	0	0
ENST00000496422	1393	1205.52	0	0
ENST00000489837	1372	1184.52	0	0
ENST00000426829	675	487.58	0	0
ENST00000391797	2074	1886.52	0	0
ENST00000391701	2352	2164.52	20.1688	5.1733
ENST00000423137	1974	1786.52	7.83766	2.43572
ENST00000484707	545	357.969	3.46491	5.37396
ENST00000339656	6843	6655.52	74.7922	6.2391
ENST00000419854	5731	5543.52	4.22573	0.423218
ENST00000316462	865	677.521	0	0
ENST00000442832	1538	1350.52	11.5303	4.74009
ENST00000540851	2610	2422.52	0	0
ENST00000376209	2791	2603.52	16.3003	3.47602
ENST00000435989	6283	6095.52	35.672	3.24912
ENST00000376205	2006	1818.52	1.15731	0.353328
ENST00000312026	4703	4515.52	12.2603	1.50744
ENST00000536263	2446	2258.52	7.50467	1.84483
ENST00000545403	2499	2311.52	7.19702	1.72863
ENST00000396147	3694	3506.52	8.80298	1.3938
ENST00000425570	3551	3363.52	0	0
ENST00000282308	2205	2017.52	33	9.08122
ENST00000314391	915	727.521	0	0
ENST00000341164	4248	4060.52	19.9013	2.72113
ENST00000550599	2417	2229.52	0.693663	0.172737
ENST00000551380	2009	1821.52	0.237762	0.0724696
ENST00000552579	572	384.71	2.12709	3.06973
ENST00000547828	2680	2492.52	1.03583	0.230727
ENST00000547121	1196	1008.52	0	0
ENST00000546715	636	448.58	0	0
ENST00000552184	651	463.58	0	0
ENST00000550560	565	377.787	0	0
ENST00000536132	2417	2229.52	0.693663	0.172737
ENST00000550135	6438	6250.52	15.9416	1.416
ENST00000546949	2310	2122.52	5.50416	1.43975
ENST00000313957	1897	1709.52	0	0
ENST00000546956	1096	908.521	4.49696	2.74809
ENST00000553254	876	688.521	0	0
ENST00000547364	852	664.521	0	0
ENST00000282326	2054	1866.52	11.1257	3.30935
ENST00000391700	952	764.521	1.87429	1.36112
ENST00000504540	2119	1931.52	0	0
ENST00000313434	3025	2837.52	0	0
ENST00000391699	3324	3136.52	0	0
ENST00000511556	2253	2065.52	2.22999	0.599408
ENST00000506786	3349	3161.52	6.25349	1.09818
ENST00000515535	2836	2648.52	8.81287	1.8474
ENST00000401053	3329	3141.52	0	0
ENST00000359978	2453	2265.52	0	0
ENST00000439855	2078	1890.52	2.51652	0.739038
ENST00000433686	2571	2383.52	67.6021	15.7467
ENST00000240727	2926	2738.52	115.041	23.323
ENST00000421612	2216	2028.52	12.1414	3.32305
ENST00000358067	3381	3193.52	65.8816	11.4536
ENST00000500161	3091	2903.52	10.9024	2.08472
ENST00000326804	2836	2648.52	120	25.1551
ENST00000345813	2740	2552.52	0	0
ENST00000424679	2535	2347.52	0	0
ENST00000269829	3512	3324.52	112.853	18.8466
ENST00000415203	2665	2477.52	0	0
ENST00000333581	872	684.521	3.14706	2.5525
ENST00000441758	804	616.521	0	0
ENST00000196548	2210	2022.52	21.5162	5.90637
ENST00000438500	1289	1101.52	3	1.51209
ENST00000546178	1364	1176.52	0.483817	0.228312
ENST00000329665	4643	4455.52	20.2448	2.52269
ENST00000263100	1766	1578.52	11	3.86893
ENST00000311044	3466	3278.52	5.8735	0.994644
ENST00000425453	1861	1673.52	0	0
ENST00000391697	675	487.58	0.126495	0.144038
ENST00000427624	2030	1842.52	8	2.4106
ENST00000196551	740	552.58	999.992	1004.73
ENST00000444227	2860	2672.52	38.0468	7.90397
ENST00000306910	2257	2069.52	9.3284	2.50257
ENST00000322834	1042	854.521	0	0
ENST00000354635	921	733.521	1.6716	1.26523
ENST00000254166	3030	2842.52	4	0.781276
ENST00000391695	1188	1000.52	0	0
ENST00000336614	2995	2807.52	10.2361	2.02423
ENST00000545523	2368	2180.52	4.63836	1.18101
ENST00000391696	3770	3582.52	0	0
ENST00000196482	3000	2812.52	9.25615	1.82719
ENST00000536459	3411	3223.52	0	0
ENST00000378044	959	771.521	0	0
ENST00000539101	1602	1414.52	0	0
ENST00000535298	2330	2142.52	8.86939	2.29835
ENST00000335841	1968	1780.52	0	0
ENST00000540481	1869	1681.52	0	0
ENST00000539679	1086	898.521	2.93989	1.81656
ENST00000391694	2148	1960.52	14.0601	3.98167
ENST00000263093	2361	2173.52	13	3.32068
ENST00000354590	2350	2162.52	36.2745	9.31299
ENST00000253024	2959	2771.52	1135	227.366
ENST00000341753	2713	2525.52	0	0
ENST00000312547	907	719.521	176	135.805
ENST00000253023	1523	1335.52	269	111.828
ENST00000215057	2920	2732.52	34	6.90818
ENST00000545217	1239	1051.52	0	0
ENST00000262259	3742	3554.52	4	0.62478
ENST00000436511	488	301.555	0	0
ENST00000301439	1701	1513.52	0	0
ENST00000570106	1256	1068.52	0	0
ENST00000429354	2086	1898.52	0	0
ENST00000222107	2498	2310.52	0	0
ENST00000360844	2018	1830.52	0	0
ENST00000533866	596	408.71	1	1.35841
ENST00000540069	2090	1902.52	0	0
ENST00000222115	2087	1899.52	0	0
ENST00000376738	1131	943.521	0	0
ENST00000376737	1948	1760.52	0	0
ENST00000391545	1668	1480.52	0	0
ENST00000567955	2455	2267.52	0	0
ENST00000564712	1310	1122.52	10.6393	5.2622
ENST00000570254	459	272.99	0	0
ENST00000565357	566	378.787	0	0
ENST00000564036	717	529.58	9.88559	10.3638
ENST00000568800	771	583.58	2.3682	2.25303
ENST00000563120	402	217.914	0	0
ENST00000568071	537	350.005	0	0
ENST00000566305	7912	7724.52	11.7373	0.843613
ENST00000570239	2780	2592.52	10.5538	2.26013
ENST00000564820	2306	2118.52	0	0
ENST00000570089	708	520.58	1.20899	1.28939
ENST00000569911	469	282.878	0	0
ENST00000564936	255	89.0789	0	0
ENST00000565101	2972	2784.52	40.6106	8.09724
ENST00000564101	2827	2639.52	0	0
ENST00000563847	740	552.58	0	0
ENST00000562126	729	541.58	0	0
ENST00000567106	436	250.674	0.613086	1.35788
ENST00000569667	274	103.934	0	0
ENST00000566139	462	275.962	0	0
ENST00000563509	2196	2008.52	0	0
ENST00000572661	344	163.587	0	0
ENST00000570508	991	803.521	0	0
ENST00000575702	2322	2134.52	69.8765	18.1752
ENST00000569785	5464	5276.52	1.07524	0.113138
ENST00000562730	1720	1532.52	0	0
ENST00000570102	1727	1539.52	0	0
ENST00000566593	2410	2222.52	0	0
ENST00000566342	1001	813.521	0	0
ENST00000567412	897	709.521	0	0
ENST00000569633	624	436.668	0	0
ENST00000569676	1693	1505.52	0.5	0.184387
ENST00000562160	582	394.71	0	0
ENST00000568253	556	368.824	0.5	0.75266
ENST00000569591	5190	5002.52	0	0
ENST00000562438	9789	9601.52	77.448	4.47835
ENST00000571655	1489	1301.52	5.91976	2.52523
ENST00000572013	537	350.005	0	0
ENST00000574270	536	349.04	1.63241	2.59658
ENST00000577080	415	230.351	0	0
ENST00000571496	448	262.312	0	0
ENST00000576115	263	95.2386	0	0
ENST00000567532	2533	2345.52	0	0
ENST00000565510	538	351.005	0	0
ENST00000573926	1177	989.521	0	0
ENST00000573291	2078	1890.52	0	0
ENST00000568429	2725	2537.52	0	0
ENST00000567893	2639	2451.52	0	0
ENST00000574291	2504	2316.52	0	0
ENST00000577068	604	416.71	0	0
ENST00000571560	356	174.635	0	0
ENST00000572685	446	260.364	0	0
ENST00000570938	636	448.58	0	0
ENST00000574038	514	327.241	0	0
ENST00000565144	1220	1032.52	0	0
ENST00000567889	426	240.972	0	0
ENST00000574996	1848	1660.52	0	0
ENST00000575327	5021	4833.52	10.3939	1.19389
ENST00000577010	2155	1967.52	0	0
ENST00000572997	441	255.572	0	0
ENST00000574656	1096	908.521	0	0
ENST00000572823	1243	1055.52	0	0
ENST00000573524	1032	844.521	0	0
ENST00000573991	612	424.668	0	0
ENST00000570404	756	568.58	0	0
ENST00000576999	326	147.62	0	0
ENST00000574424	563	375.787	0	0
ENST00000576262	1555	1367.52	0.364777	0.148095
ENST00000573913	889	701.521	2.47434	1.95824
ENST00000574037	388	204.741	0	0
ENST00000576680	994	806.521	0	0
ENST00000572366	500	313.401	0	0
ENST00000573883	236	75.2265	0	0
ENST00000576644	832	644.521	0	0
ENST00000575317	546	358.969	0	0
ENST00000575512	774	586.58	0	0
ENST00000576292	563	375.787	0.566428	0.836857
ENST00000572448	507	320.306	0	0
ENST00000573721	554	366.861	0	0
ENST00000576428	281	109.502	0	0
ENST00000571255	533	346.04	0	0
ENST00000570524	454	268.152	0	0
ENST00000576937	534	347.04	0	0
ENST00000576734	384	200.967	0	0
ENST00000572338	2276	2088.52	0	0
ENST00000574670	2387	2199.52	0	0
ENST00000571897	559	371.787	0	0
ENST00000570340	740	552.58	0	0
ENST00000574935	1005	817.521	0	0
ENST00000576421	749	561.58	0	0
ENST00000571863	892	704.521	0	0
ENST00000573812	696	508.58	0	0
ENST00000573998	697	509.58	0	0
ENST00000570868	750	562.58	0	0
ENST00000575321	1020	832.521	13.2135	8.81192
ENST00000576759	862	674.521	1.52402e-06	1.25442e-06
ENST00000570491	625	437.625	0	0
ENST00000573492	487	300.585	0	0
ENST00000576159	1042	854.521	0	0
ENST00000574870	1637	1449.52	0	0
ENST00000575657	641	453.58	0	0
ENST00000572141	673	485.58	0	0
ENST00000576504	2535	2347.52	0	0
ENST00000571377	2294	2106.52	0	0
ENST00000571481	584	396.71	0.5	0.699753
ENST00000576231	1569	1381.52	0	0
ENST00000574986	1446	1258.52	0.000545105	0.000240474
ENST00000573340	553	365.861	0	0
ENST00000574102	1437	1249.52	0.999727	0.444208
ENST00000574750	1437	1249.52	0.999727	0.444208
ENST00000572402	794	606.521	0	0
ENST00000574057	596	408.71	0	0
ENST00000575703	475	288.792	0	0
ENST00000570435	1646	1458.52	0	0
ENST00000576882	573	385.71	0.5	0.719709
ENST00000575008	1858	1670.52	1	0.33235
ENST00000572837	1662	1474.52	0	0
ENST00000566299	5014	4826.52	0	0
ENST00000569555	3328	3140.52	0	0
ENST00000563020	580	392.71	0	0
ENST00000565597	565	377.787	0	0
ENST00000567433	545	357.969	0	0
ENST00000569202	568	380.787	0	0
ENST00000561917	558	370.824	0	0
ENST00000567746	808	620.521	0	0
ENST00000564157	790	602.521	0	0
ENST00000569917	645	457.58	0	0
ENST00000562010	780	592.521	0	0
ENST00000568173	614	426.668	0	0
ENST00000568159	975	787.521	0	0
ENST00000563738	554	366.861	0	0
ENST00000561842	211	59.2318	0	0
ENST00000575654	1000	812.521	0	0
ENST00000574749	2379	2191.52	33.8073	8.56471
ENST00000570577	1962	1774.52	9.28108	2.90379
ENST00000572488	2609	2421.52	11.099	2.54474
ENST00000575430	3082	2894.52	71.7899	13.77
ENST00000573675	1499	1311.52	0	0
ENST00000574503	1006	818.521	0	0
ENST00000576310	871	683.521	0	0
ENST00000573905	948	760.521	2.29087	1.67239
ENST00000571350	2103	1915.52	4.23006	1.22605
ENST00000570941	1381	1193.52	0.666667	0.310118
ENST00000573562	1002	814.521	0	0
ENST00000572376	1021	833.521	0	0
ENST00000574263	930	742.521	0	0
ENST00000571879	1027	839.521	0	0
ENST00000576640	1687	1499.52	0	0
ENST00000572874	510	323.274	0	0
ENST00000573221	675	487.58	1.51376	1.72369
ENST00000576123	596	408.71	0	0
ENST00000572735	754	566.58	0.59764	0.585634
ENST00000572538	649	461.58	0	0
ENST00000570831	1446	1258.52	114.333	50.4381
ENST00000573013	1537	1349.52	22.6813	9.33118
ENST00000572736	1030	842.521	0	0
ENST00000574126	1011	823.521	0	0
ENST00000576213	715	527.58	0	0
ENST00000571844	819	631.521	2.12044	1.86418
ENST00000573279	845	657.521	1.90331	1.60712
ENST00000570960	752	564.58	1.46215	1.43785
ENST00000573192	1214	1026.52	0	0
ENST00000572378	645	457.58	0	0
ENST00000571993	2913	2725.52	0	0
ENST00000574012	494	307.463	0	0
ENST00000576368	1284	1096.52	0	0
ENST00000572269	1934	1746.52	0.6394	0.203258
ENST00000574445	2166	1978.52	33.1906	9.3137
ENST00000570717	1885	1697.52	4.63784	1.51687
ENST00000576584	2120	1932.52	0	0
ENST00000574877	2702	2514.52	25.0618	5.53356
ENST00000575900	701	513.58	0	0
ENST00000570684	585	397.71	3.12677	4.36493
ENST00000576612	4775	4587.52	0	0
ENST00000572076	2822	2634.52	0	0
ENST00000574862	576	388.71	0	0
ENST00000575670	3718	3530.52	9.77586	1.53732
ENST00000572822	3245	3057.52	3.14693	0.571434
ENST00000576844	957	769.521	0.077204	0.0557016
ENST00000573962	532	345.04	0	0
ENST00000571194	2479	2291.52	0	0
ENST00000572740	2083	1895.52	0	0
ENST00000573938	580	392.71	0	0
ENST00000327822	1826	1638.52	0	0
ENST00000496357	1080	892.521	0	0
ENST00000400767	1117	929.521	1	0.597295
ENST00000574223	2896	2708.52	0	0
ENST00000572604	1120	932.521	1	0.595373
ENST00000576815	1806	1618.52	0	0
ENST00000571716	2296	2108.52	6.4065	1.68691
ENST00000571239	2634	2446.52	4.39757	0.997957
ENST00000573540	503	316.369	2.54198	4.46094
ENST00000575724	7094	6906.52	0	0
ENST00000571363	2701	2513.52	0	0
ENST00000574111	398	214.066	0	0
ENST00000573139	539	352.005	0	0
ENST00000573761	526	339.074	0	0
ENST00000574159	3995	3807.52	28.5157	4.15805
ENST00000571682	3879	3691.52	9.49925	1.42867
ENST00000575264	2920	2732.52	0	0
ENST00000570467	2277	2089.52	0	0
ENST00000573680	2564	2376.52	10.7745	2.51712
ENST00000574463	473	286.821	1	1.9357
ENST00000570370	339	159.003	0	0
ENST00000575821	1410	1222.52	0	0
ENST00000575419	1692	1504.52	5.21056	1.9228
ENST00000570211	5197	5009.52	0.506988	0.0561888
ENST00000577057	2432	2244.52	0	0
ENST00000574275	746	558.58	0	0
ENST00000572203	665	477.58	0	0
ENST00000573507	733	545.58	0	0
ENST00000575370	2246	2058.52	0	0
ENST00000570568	7129	6941.52	0	0
ENST00000570313	2613	2425.52	0	0
ENST00000574833	2048	1860.52	0	0
ENST00000572734	1554	1366.52	0	0
ENST00000574858	779	591.521	0	0
ENST00000576236	1287	1099.52	0	0
ENST00000575401	2453	2265.52	0.929352	0.227751
ENST00000571181	917	729.521	0	0
ENST00000572066	563	375.787	0	0
ENST00000574347	992	804.521	0.5	0.345049
ENST00000575623	602	414.71	0	0
ENST00000573397	733	545.58	0.276195	0.281064
ENST00000571434	400	215.98	0	0
ENST00000570596	1607	1419.52	0	0
ENST00000571312	1732	1544.52	0.0584618	0.0210149
ENST00000569126	2448	2260.52	18.6211	4.57347
ENST00000562342	1424	1236.52	0	0
ENST00000566358	1574	1386.52	0	0
ENST00000565045	1676	1488.52	12.8021	4.77502
ENST00000563731	5098	4910.52	12.1453	1.37319
ENST00000564952	1292	1104.52	0	0
ENST00000562825	1444	1256.52	0	0
ENST00000576522	1732	1544.52	0.0584618	0.0210149
ENST00000576372	1155	967.521	0	0
ENST00000576061	1009	821.521	0	0
ENST00000573131	878	690.521	0	0
ENST00000571812	964	776.521	0	0
ENST00000567425	2881	2693.52	0	0
ENST00000564372	3015	2827.52	0	0
ENST00000565289	3891	3703.52	0	0
ENST00000569371	867	679.521	0	0
ENST00000563014	2261	2073.52	0	0
ENST00000561944	589	401.71	0	0
ENST00000564483	547	359.933	0	0
ENST00000563696	679	491.58	0	0
ENST00000573281	1596	1408.52	0	0
ENST00000573121	611	423.668	0	0
ENST00000571439	678	490.58	0	0
ENST00000575971	449	263.285	0	0
ENST00000574588	1475	1287.52	0	0
ENST00000570192	1704	1516.52	90.7917	33.2388
ENST00000573298	517	330.241	0	0
ENST00000575923	1962	1774.52	0	0
ENST00000573679	5164	4976.52	0	0
ENST00000574399	926	738.521	0	0
ENST00000576833	2291	2103.52	0	0
ENST00000573477	4626	4438.52	0	0
ENST00000570609	1017	829.521	0	0
ENST00000571847	1338	1150.52	0.527473	0.254539
ENST00000574441	2336	2148.52	0	0
ENST00000573971	462	275.962	0	0
ENST00000572593	264	96.0532	0	0
ENST00000574718	408	223.624	0	0
ENST00000570905	612	424.668	0	0
ENST00000575803	648	460.58	0	0
ENST00000569367	7980	7792.52	0	0
ENST00000561850	1254	1066.52	0	0
ENST00000566399	550	362.897	0	0
ENST00000565218	12677	12489.5	36.412	1.61863
ENST00000562259	12590	12402.5	17.0484	0.763172
ENST00000562468	12489	12301.5	52.6433	2.37592
ENST00000561982	11654	11466.5	81.3963	3.94113
ENST00000569447	805	617.521	0	0
ENST00000566881	7857	7669.52	142.718	10.3314
ENST00000562647	2059	1871.52	0	0
ENST00000564478	1420	1232.52	8.70496	3.92122
ENST00000567199	466	279.962	8.08492	16.0333
ENST00000563337	2310	2122.52	4.30844	1.12698
ENST00000569546	1918	1730.52	3.9601	1.27051
ENST00000570240	1724	1536.52	2.92879	1.05827
ENST00000568935	632	444.625	0	0
ENST00000563015	756	568.58	2.04707	1.99889
ENST00000562689	661	473.58	1.11255	1.30429
ENST00000552105	6249	6061.52	24.2057	2.2171
ENST00000550485	6195	6007.52	0	0
ENST00000562697	5929	5741.52	15.2796	1.47752
ENST00000565569	969	781.521	0	0
ENST00000564689	769	581.58	1.59782	1.52534
ENST00000562972	408	223.624	0.623548	1.5481
ENST00000568601	659	471.58	0.5	0.588658
ENST00000562085	3351	3163.52	21.769	3.82046
ENST00000568747	543	356.005	1.30751	2.03909
ENST00000548763	318	140.494	0	0
ENST00000546691	381	198.028	1.20629	3.38199
