target_id	length	eff_length	est_counts	tpm
ENST00000428052	1647	1456.82	5.92396	2.90554
ENST00000536878	4252	4061.82	22.5551	3.96776
ENST00000307468	2676	2485.82	20.5171	5.89751
ENST00000356724	1586	1395.82	4.92778	2.52257
ENST00000332854	2964	2773.82	18	4.63677
ENST00000418193	1676	1485.82	8.42083	4.04958
ENST00000396161	3535	3344.82	29.5792	6.3188
ENST00000541849	1769	1578.82	0	0
ENST00000407202	1750	1559.82	0	0
ENST00000541072	591	401.048	2.57954	4.59588
ENST00000542008	530	340.531	0	0
ENST00000347302	2472	2281.82	0	0
ENST00000540556	2759	2568.82	0	0
ENST00000254182	1959	1768.82	0	0
ENST00000391703	2239	2048.82	0	0
ENST00000299871	2577	2386.82	0	0
ENST00000535785	2641	2450.82	0	0
ENST00000540780	462	273.497	0	0
ENST00000240731	2440	2249.82	10.4985	3.33428
ENST00000420680	1707	1516.82	4.92193	2.31858
ENST00000544273	2639	2448.82	0	0
ENST00000541801	2395	2204.82	0	0
ENST00000318203	2245	2054.82	0	0
ENST00000356715	3699	3508.82	10.9551	2.23089
ENST00000282296	3699	3508.82	10.9551	2.23089
ENST00000359821	1525	1334.82	0.474959	0.254246
ENST00000270632	1467	1276.82	0	0
ENST00000439922	847	656.823	0	0
ENST00000357701	3598	3407.82	0	0
ENST00000391816	1271	1080.82	0	0
ENST00000270620	1223	1032.82	5	3.45912
ENST00000376920	825	634.823	79.6028	89.5978
ENST00000334976	1946	1755.82	355.883	144.826
ENST00000376918	2033	1842.82	9.51473	3.68922
ENST00000293431	818	627.823	23.7769	27.0607
ENST00000391815	769	578.823	10.2231	12.62
ENST00000376916	847	656.823	0	0
ENST00000389208	1043	852.823	0	0
ENST00000389201	2958	2767.82	0	0
ENST00000535879	1400	1209.82	0	0
ENST00000544769	2838	2647.82	4.71927	1.27353
ENST00000338916	2913	2722.82	4.28073	1.12336
ENST00000425202	760	569.823	0	0
ENST00000458538	493	303.944	0	0
ENST00000490451	477	288.328	2	4.95638
ENST00000293441	6643	6452.82	0	0
ENST00000391813	4785	4594.82	0	0
ENST00000391814	6622	6431.82	0	0
ENST00000483981	428	240.364	0	0
ENST00000468654	668	477.876	0	0
ENST00000461154	558	368.356	0	0
ENST00000483128	780	589.823	0	0
ENST00000359082	6616	6425.82	0	0
ENST00000250340	1405	1214.82	8	4.70542
ENST00000445858	1128	937.823	0	0
ENST00000270590	1071	880.823	0	0
ENST00000270593	1347	1156.82	0	0
ENST00000270594	1068	877.823	1	0.813982
ENST00000391812	1666	1475.82	0	0
ENST00000345523	1503	1312.82	96	52.2501
ENST00000326989	933	742.823	0	0
ENST00000301420	874	683.823	0	0
ENST00000448701	1854	1663.82	0	0
ENST00000326856	1309	1118.82	0	0
ENST00000416184	1054	863.823	0	0
ENST00000301421	1172	981.823	0	0
ENST00000544946	1261	1070.82	0	0
ENST00000326003	1464	1273.82	0	0
ENST00000422986	1335	1144.82	0	0
ENST00000326052	834	643.823	0	0
ENST00000360617	1906	1715.82	0	0
ENST00000435152	555	365.356	0	0
ENST00000325321	2834	2643.82	0	0
ENST00000358049	2871	2680.82	0	0
ENST00000391810	892	701.823	0	0
ENST00000324041	1347	1156.82	0	0
ENST00000431178	481	292.212	0	0
ENST00000336334	1561	1370.82	0	0
ENST00000391809	1426	1235.82	0	0
ENST00000376853	376	191.09	0.128821	0.481691
ENST00000310157	1510	1319.82	0	0
ENST00000376851	1526	1335.82	0	0
ENST00000391808	1478	1287.82	5.87118	3.25755
ENST00000456750	429	241.315	0	0
ENST00000424910	134	23.7873	0	0
ENST00000304045	1927	1736.82	0	0
ENST00000391807	1927	1736.82	0	0
ENST00000336317	1339	1148.82	0	0
ENST00000391806	1148	957.823	0	0
ENST00000291726	1013	822.823	0	0
ENST00000347619	590	400.048	1	1.78612
ENST00000320838	456	267.579	0	0
ENST00000376832	1602	1411.82	0	0
ENST00000250366	1438	1247.82	0	0
ENST00000544410	683	492.876	0	0
ENST00000391805	3006	2815.82	0	0
ENST00000309958	3105	2914.82	0	0
ENST00000358789	2967	2776.82	0	0
ENST00000319756	1273	1082.82	0	0
ENST00000391804	1266	1075.82	0	0
ENST00000319720	1191	1000.82	0	0
ENST00000453757	1179	988.823	0	0
ENST00000525263	1077	886.823	0	0
ENST00000527305	663	472.876	0	0
ENST00000526824	1170	979.823	0	0
ENST00000531374	962	771.823	0	0
ENST00000529888	735	544.823	0	0
ENST00000530943	887	696.823	0	0
ENST00000250351	882	691.823	0	0
ENST00000250352	1170	979.823	0	0
ENST00000319590	1074	883.823	0	0
ENST00000156476	1258	1067.82	0	0
ENST00000335422	378	192.934	0	0
ENST00000376799	1239	1048.82	0	0
ENST00000441527	1614	1423.82	0	0
ENST00000476305	1282	1091.82	1.42473	0.932399
ENST00000156499	1060	869.823	0	0
ENST00000391802	1133	942.823	0	0
ENST00000421832	2107	1916.82	10	3.72769
ENST00000440804	1572	1381.82	0	0
ENST00000250360	1689	1498.82	0	0
ENST00000317643	1754	1563.82	0	0
ENST00000305628	1475	1284.82	0	0
ENST00000536156	713	522.876	1	1.36654
ENST00000305812	1322	1131.82	0	0
ENST00000341811	1373	1182.82	3	1.81227
ENST00000262262	1466	1275.82	0	0
ENST00000421133	1085	894.823	0	0
ENST00000391796	1108	917.823	0	0
ENST00000436584	1494	1303.82	0	0
ENST00000316401	1706	1515.82	1	0.471382
ENST00000270642	2606	2415.82	1	0.295772
ENST00000542561	144	26.9201	0	0
ENST00000335624	3679	3488.82	6	1.22884
ENST00000309244	915	724.823	128	126.183
ENST00000354232	1300	1109.82	0	0
ENST00000291715	974	783.823	3	2.7348
ENST00000221978	826	635.823	0	0
ENST00000221973	983	792.823	0	0
ENST00000574814	1318	1127.82	0	0
ENST00000570516	788	597.823	0	0
ENST00000353836	3109	2918.82	0	0
ENST00000357375	3059	2868.82	0	0
ENST00000441969	1960	1769.82	0	0
ENST00000525998	1841	1650.82	0	0
ENST00000436984	1776	1585.82	0	0
ENST00000439889	2126	1935.82	0	0
ENST00000339313	2247	2056.82	0	0
ENST00000529627	596	406.048	0	0
ENST00000530476	561	371.319	0	0
ENST00000524527	630	439.921	0	0
ENST00000432469	2859	2668.82	0	0
ENST00000442846	2664	2473.82	5.16405	1.49157
ENST00000356298	2997	2806.82	0	0
ENST00000541705	3779	3588.82	13.6147	2.71069
ENST00000512439	5687	5496.82	1.50105	0.195121
ENST00000426889	2746	2555.82	1	0.27957
ENST00000396157	429	241.315	0	0
ENST00000317398	2433	2242.82	4.47669	1.42621
ENST00000335820	1932	1741.82	2.52331	1.03511
ENST00000317178	5292	5101.82	25.0049	3.50204
ENST00000473585	506	316.789	0	0
ENST00000431353	549	359.356	1.23874	2.46307
ENST00000451849	546	356.391	0	0
ENST00000489376	1971	1780.82	5.13095	2.05873
ENST00000308137	346	163.281	1	4.37609
ENST00000430084	1697	1506.82	0	0
ENST00000449441	1802	1611.82	2.19456	0.972864
ENST00000396154	2215	2024.82	9.80544	3.4602
ENST00000396150	1958	1767.82	0	0
ENST00000391702	2265	2074.82	0	0
ENST00000430817	1528	1337.82	0	0
ENST00000321424	2948	2757.82	0	0
ENST00000340550	2669	2478.82	1	0.288255
ENST00000396477	969	778.823	0	0
ENST00000451626	1197	1006.82	0	0
ENST00000451086	1256	1065.82	0	0
ENST00000291707	2121	1930.82	0	0
ENST00000346477	1940	1749.82	0	0
ENST00000425629	1870	1679.82	0	0
ENST00000359982	1811	1620.82	0	0
ENST00000436458	1713	1522.82	0	0
ENST00000343300	1746	1555.82	0	0
ENST00000474054	545	355.391	0	0
ENST00000496422	1393	1202.82	0	0
ENST00000489837	1372	1181.82	0	0
ENST00000426829	675	484.876	0	0
ENST00000391797	2074	1883.82	0	0
ENST00000391701	2352	2161.82	18.008	5.95207
ENST00000423137	1974	1783.82	0	0
ENST00000484707	545	355.391	0	0
ENST00000339656	6843	6652.82	57.5212	6.17794
ENST00000419854	5731	5540.82	16.8344	2.17093
ENST00000316462	865	674.823	0.0572974	0.060669
ENST00000442832	1538	1347.82	9.44233	5.00574
ENST00000540851	2610	2419.82	0	0
ENST00000376209	2791	2600.82	12.0195	3.30216
ENST00000435989	6283	6092.82	11.4697	1.3451
ENST00000376205	2006	1815.82	3.18981	1.2552
ENST00000312026	4703	4512.82	28.6386	4.53446
ENST00000536263	2446	2255.82	0	0
ENST00000545403	2499	2308.82	0	0
ENST00000396147	3694	3503.82	17	3.4668
ENST00000425570	3551	3360.82	0	0
ENST00000282308	2205	2014.82	23	8.15667
ENST00000314391	915	724.823	1	0.985802
ENST00000341164	4248	4057.82	18.0713	3.18213
ENST00000550599	2417	2226.82	0	0
ENST00000551380	2009	1818.82	9.44521	3.71059
ENST00000552579	572	382.281	1.52824	2.85647
ENST00000547828	2680	2489.82	2	0.573962
ENST00000547121	1196	1005.82	0	0
ENST00000546715	636	445.921	1.02104	1.63608
ENST00000552184	651	460.876	0	0
ENST00000550560	565	375.319	0	0
ENST00000536132	2417	2226.82	0	0
ENST00000550135	6438	6247.82	11.1161	1.2713
ENST00000546949	2310	2119.82	1.72464	0.581326
ENST00000313957	1897	1706.82	0	0
ENST00000546956	1096	905.823	1.15169	0.908478
ENST00000553254	876	685.823	0	0
ENST00000547364	852	661.823	0.0423971	0.0457737
ENST00000282326	2054	1863.82	3.84261	1.47314
ENST00000391700	952	761.823	2.15739	2.02347
ENST00000504540	2119	1928.82	0	0
ENST00000313434	3025	2834.82	0	0
ENST00000391699	3324	3133.82	0	0
ENST00000511556	2253	2062.82	0	0
ENST00000506786	3349	3158.82	11	2.48822
ENST00000515535	2836	2645.82	5.39079	1.45584
ENST00000401053	3329	3138.82	0	0
ENST00000359978	2453	2262.82	0	0
ENST00000439855	2078	1887.82	0	0
ENST00000433686	2571	2380.82	63.6697	19.1085
ENST00000240727	2926	2735.82	48.805	12.7467
ENST00000421612	2216	2025.82	28.1345	9.92339
ENST00000358067	3381	3190.82	26.8456	6.01162
ENST00000500161	3091	2900.82	5.89183	1.45128
ENST00000326804	2836	2645.82	85.9108	23.2011
ENST00000345813	2740	2549.82	0	0
ENST00000424679	2535	2344.82	0.0892093	0.0271845
ENST00000269829	3512	3321.82	79.516	17.1041
ENST00000415203	2665	2474.82	3.1556	0.911087
ENST00000333581	872	681.823	4.32839	4.53604
ENST00000441758	804	613.823	0	0
ENST00000196548	2210	2019.82	14	4.95264
ENST00000438500	1289	1098.82	2	1.30054
ENST00000546178	1364	1173.82	0	0
ENST00000329665	4643	4452.82	11.1011	1.78137
ENST00000263100	1766	1575.82	9	4.08091
ENST00000311044	3466	3275.82	8.06371	1.75888
ENST00000425453	1861	1670.82	0	0
ENST00000391697	675	484.876	0	0
ENST00000427624	2030	1839.82	5	1.94185
ENST00000196551	740	549.823	699.996	909.693
ENST00000444227	2860	2669.82	38.3938	10.2754
ENST00000306910	2257	2066.82	9.28214	3.20898
ENST00000322834	1042	851.823	0	0
ENST00000354635	921	730.823	0.717861	0.701859
ENST00000254166	3030	2839.82	4	1.00645
ENST00000391695	1188	997.823	0	0
ENST00000336614	2995	2804.82	8.9468	2.27921
ENST00000545523	2368	2177.82	7.9854	2.61997
ENST00000391696	3770	3579.82	0	0
ENST00000196482	3000	2809.82	8.39469	2.13475
ENST00000536459	3411	3220.82	15.6731	3.47704
ENST00000378044	959	768.823	0	0
ENST00000539101	1602	1411.82	0	0
ENST00000535298	2330	2139.82	0	0
ENST00000335841	1968	1777.82	7.80092	3.1353
ENST00000540481	1869	1678.82	0	0
ENST00000539679	1086	895.823	0	0
ENST00000391694	2148	1957.82	19.1991	7.00695
ENST00000263093	2361	2170.82	11	3.62068
ENST00000354590	2350	2159.82	31	10.2557
ENST00000253024	2959	2768.82	951	245.418
ENST00000341753	2713	2522.82	0	0
ENST00000312547	907	716.823	155	154.505
ENST00000253023	1523	1332.82	196	105.076
ENST00000215057	2920	2729.82	21	5.49676
ENST00000545217	1239	1048.82	0.580974	0.3958
ENST00000262259	3742	3551.82	1.41903	0.28547
ENST00000436511	488	299.064	0	0
ENST00000301439	1701	1510.82	2.0587	0.973646
ENST00000570106	1256	1065.82	0	0
ENST00000429354	2086	1895.82	0	0
ENST00000222107	2498	2307.82	0	0
ENST00000360844	2018	1827.82	0	0
ENST00000533866	596	406.048	0	0
ENST00000540069	2090	1899.82	0	0
ENST00000222115	2087	1896.82	0	0
ENST00000376738	1131	940.823	0	0
ENST00000376737	1948	1757.82	0	0
ENST00000391545	1668	1477.82	0	0
ENST00000567955	2455	2264.82	0	0
ENST00000564712	1310	1119.82	12.5626	8.01592
ENST00000570254	459	270.579	0	0
ENST00000565357	566	376.319	0	0
ENST00000564036	717	526.876	10.1976	13.8296
ENST00000568800	771	580.823	1.23978	1.52519
ENST00000563120	402	215.699	0	0
ENST00000568071	537	347.462	0	0
ENST00000566305	7912	7721.82	12.8837	1.19218
ENST00000570239	2780	2589.82	4.98036	1.37408
ENST00000564820	2306	2115.82	0	0
ENST00000570089	708	517.876	0.135934	0.187553
ENST00000569911	469	280.415	0	0
ENST00000564936	255	87.8839	0	0
ENST00000565101	2972	2781.82	42.2342	10.8482
ENST00000564101	2827	2636.82	0	0
ENST00000563847	740	549.823	0	0
ENST00000562126	729	538.823	0	0
ENST00000567106	436	248.019	0	0
ENST00000569667	274	102.238	0	0
ENST00000566139	462	273.497	2.15497e-07	5.63002e-07
ENST00000563509	2196	2005.82	0	0
ENST00000572661	344	161.432	0	0
ENST00000570508	991	800.823	1	0.892247
ENST00000575702	2322	2131.82	58.6392	19.6544
ENST00000569785	5464	5273.82	1.18738	0.160874
ENST00000562730	1720	1529.82	0	0
ENST00000570102	1727	1536.82	0	0
ENST00000566593	2410	2219.82	0	0
ENST00000566342	1001	810.823	0	0
ENST00000567412	897	706.823	0	0
ENST00000569633	624	433.965	0	0
ENST00000569676	1693	1502.82	0	0
ENST00000562160	582	392.087	0.5	0.911191
ENST00000568253	556	366.356	0	0
ENST00000569591	5190	4999.82	0	0
ENST00000562438	9789	9598.82	57.6018	4.28785
ENST00000571655	1489	1298.82	3.70402	2.03772
ENST00000572013	537	347.462	0	0
ENST00000574270	536	346.462	0.616157	1.27074
ENST00000577080	415	228.004	0	0
ENST00000571496	448	259.765	0	0
ENST00000576115	263	93.8074	0	0
ENST00000567532	2533	2342.82	0	0
ENST00000565510	538	348.462	0	0
ENST00000573926	1177	986.823	0	0
ENST00000573291	2078	1887.82	0	0
ENST00000568429	2725	2534.82	0	0
ENST00000567893	2639	2448.82	0	0
ENST00000574291	2504	2313.82	0	0
ENST00000577068	604	414.048	0	0
ENST00000571560	356	172.381	0	0
ENST00000572685	446	257.791	0	0
ENST00000570938	636	445.921	0	0
ENST00000574038	514	324.629	0	0
ENST00000565144	1220	1029.82	0	0
ENST00000567889	426	238.412	0	0
ENST00000574996	1848	1657.82	0	0
ENST00000575327	5021	4830.82	12.2638	1.81396
ENST00000577010	2155	1964.82	0	0
ENST00000572997	441	252.893	0.765083	2.16169
ENST00000574656	1096	905.823	0	0
ENST00000572823	1243	1052.82	0	0
ENST00000573524	1032	841.823	0	0
ENST00000573991	612	421.965	0.333333	0.564449
ENST00000570404	756	565.823	0	0
ENST00000576999	326	145.528	0	0
ENST00000574424	563	373.319	0	0
ENST00000576262	1555	1364.82	0.730898	0.38265
ENST00000573913	889	698.823	2.42317	2.47764
ENST00000574037	388	202.311	0	0
ENST00000576680	994	803.823	0	0
ENST00000572366	500	310.821	0	0
ENST00000573883	236	74.5143	0	0
ENST00000576644	832	641.823	0	0
ENST00000575317	546	356.391	0	0
ENST00000575512	774	583.823	0	0
ENST00000576292	563	373.319	0	0
ENST00000572448	507	317.694	0	0
ENST00000573721	554	364.356	0	0
ENST00000576428	281	107.701	0	0
ENST00000571255	533	343.531	0	0
ENST00000570524	454	265.633	0.333333	0.896642
ENST00000576937	534	344.531	0	0
ENST00000576734	384	198.576	0	0
ENST00000572338	2276	2085.82	0	0
ENST00000574670	2387	2196.82	0	0
ENST00000571897	559	369.319	0	0
ENST00000570340	740	549.823	0	0
ENST00000574935	1005	814.823	0	0
ENST00000576421	749	558.823	0	0
ENST00000571863	892	701.823	0	0
ENST00000573812	696	505.876	0	0
ENST00000573998	697	506.876	0	0
ENST00000570868	750	559.823	0	0
ENST00000575321	1020	829.823	5.2504	4.52094
ENST00000576759	862	671.823	0.00784655	0.00834537
ENST00000570491	625	434.921	0	0
ENST00000573492	487	298.064	0	0
ENST00000576159	1042	851.823	0.333333	0.279609
ENST00000574870	1637	1446.82	0	0
ENST00000575657	641	450.876	0	0
ENST00000572141	673	482.876	0	0
ENST00000576504	2535	2344.82	0	0
ENST00000571377	2294	2103.82	1.22744	0.416881
ENST00000571481	584	394.048	0	0
ENST00000576231	1569	1378.82	0	0
ENST00000574986	1446	1255.82	5.95563e-05	3.38861e-05
ENST00000573340	553	363.356	0	0
ENST00000574102	1437	1246.82	0.121018	0.0693532
ENST00000574750	1437	1246.82	0.121018	0.0693532
ENST00000572402	794	603.823	0.0304665	0.0360524
ENST00000574057	596	406.048	0	0
ENST00000575703	475	286.357	0	0
ENST00000570435	1646	1455.82	2	0.98162
ENST00000576882	573	383.243	0	0
ENST00000575008	1858	1667.82	0	0
ENST00000572837	1662	1471.82	1.08359	0.526056
ENST00000566299	5014	4823.82	0	0
ENST00000569555	3328	3137.82	0	0
ENST00000563020	580	390.087	0	0
ENST00000565597	565	375.319	0	0
ENST00000567433	545	355.391	0	0
ENST00000569202	568	378.319	0	0
ENST00000561917	558	368.356	0	0
ENST00000567746	808	617.823	0	0
ENST00000564157	790	599.823	0	0
ENST00000569917	645	454.876	0	0
ENST00000562010	780	589.823	0	0
ENST00000568173	614	423.965	0	0
ENST00000568159	975	784.823	0	0
ENST00000563738	554	364.356	0	0
ENST00000561842	211	58.8492	0	0
ENST00000575654	1000	809.823	0	0
ENST00000574749	2379	2188.82	0.73653	0.240437
ENST00000570577	1962	1771.82	3.00643e-06	1.21242e-06
ENST00000572488	2609	2418.82	0	0
ENST00000575430	3082	2891.82	82.467	20.3765
ENST00000573675	1499	1308.82	0	0
ENST00000574503	1006	815.823	0	0
ENST00000576310	871	680.823	0	0
ENST00000573905	948	757.823	0	0
ENST00000571350	2103	1912.82	1.60063	0.597914
ENST00000570941	1381	1190.82	0.333333	0.200011
ENST00000573562	1002	811.823	0	0
ENST00000572376	1021	830.823	0	0
ENST00000574263	930	739.823	0	0
ENST00000571879	1027	836.823	0	0
ENST00000576640	1687	1496.82	0	0
ENST00000572874	510	320.662	1.48939	3.31882
ENST00000573221	675	484.876	24.1629	35.6073
ENST00000576123	596	406.048	0	0
ENST00000572735	754	563.823	0	0
ENST00000572538	649	458.876	0	0
ENST00000570831	1446	1255.82	110.473	62.8564
ENST00000573013	1537	1346.82	16.8907	8.96106
ENST00000572736	1030	839.823	2.48612	2.11523
ENST00000574126	1011	820.823	1.89396	1.6487
ENST00000576213	715	524.876	0	0
ENST00000571844	819	628.823	0	0
ENST00000573279	845	654.823	0	0
ENST00000570960	752	561.823	0.756198	0.961741
ENST00000573192	1214	1023.82	0	0
ENST00000572378	645	454.876	0	0
ENST00000571993	2913	2722.82	0	0
ENST00000574012	494	304.944	0	0
ENST00000576368	1284	1093.82	0	0
ENST00000572269	1934	1743.82	3.97329	1.62806
ENST00000574445	2166	1975.82	19.1449	6.92353
ENST00000570717	1885	1694.82	11.8559	4.99842
ENST00000576584	2120	1929.82	5.49563	2.0348
ENST00000574877	2702	2511.82	11.1507	3.17202
ENST00000575900	701	510.876	2.13979e-08	2.9928e-08
ENST00000570684	585	395.048	6.64017	12.0102
ENST00000576612	4775	4584.82	0	0
ENST00000572076	2822	2631.82	0	0
ENST00000574862	576	386.204	0	0
ENST00000575670	3718	3527.82	11.9647	2.42335
ENST00000572822	3245	3054.82	3.53534	0.826927
ENST00000576844	957	766.823	0	0
ENST00000573962	532	342.531	0	0
ENST00000571194	2479	2288.82	0	0
ENST00000572740	2083	1892.82	0	0
ENST00000573938	580	390.087	0	0
ENST00000327822	1826	1635.82	0	0
ENST00000496357	1080	889.823	0	0
ENST00000400767	1117	926.823	0	0
ENST00000574223	2896	2705.82	0	0
ENST00000572604	1120	929.823	0.5	0.38423
ENST00000576815	1806	1615.82	0	0
ENST00000571716	2296	2105.82	2.69394	0.914089
ENST00000571239	2634	2443.82	7.01348	2.05062
ENST00000573540	503	313.821	0	0
ENST00000575724	7094	6903.82	0	0
ENST00000571363	2701	2510.82	0.333333	0.0948603
ENST00000574111	398	211.807	0	0
ENST00000573139	539	349.427	0	0
ENST00000573761	526	336.531	0	0
ENST00000574159	3995	3804.82	9.98182	1.87455
ENST00000571682	3879	3688.82	11.3132	2.19139
ENST00000575264	2920	2729.82	0	0
ENST00000570467	2277	2086.82	4.40888	1.50961
ENST00000573680	2564	2373.82	6.63041	1.99579
ENST00000574463	473	284.415	0	0
ENST00000570370	339	156.943	0	0
ENST00000575821	1410	1219.82	3.42827	2.00817
ENST00000575419	1692	1501.82	4.73741	2.25395
ENST00000570211	5197	5006.82	0	0
ENST00000577057	2432	2241.82	0	0
ENST00000574275	746	555.823	0	0
ENST00000572203	665	474.876	0	0
ENST00000573507	733	542.823	0	0
ENST00000575370	2246	2055.82	0	0
ENST00000570568	7129	6938.82	0	0
ENST00000570313	2613	2422.82	0	0
ENST00000574833	2048	1857.82	0	0
ENST00000572734	1554	1363.82	0	0
ENST00000574858	779	588.823	0	0
ENST00000576236	1287	1096.82	0	0
ENST00000575401	2453	2262.82	0	0
ENST00000571181	917	726.823	0	0
ENST00000572066	563	373.319	0	0
ENST00000574347	992	801.823	0	0
ENST00000575623	602	412.048	0	0
ENST00000573397	733	542.823	0	0
ENST00000571434	400	213.721	1	3.3433
ENST00000570596	1607	1416.82	0	0
ENST00000571312	1732	1541.82	0.169897	0.0787359
ENST00000569126	2448	2257.82	24.0565	7.61314
ENST00000562342	1424	1233.82	0	0
ENST00000566358	1574	1383.82	0	0
ENST00000565045	1676	1485.82	12.5541	6.03726
ENST00000563731	5098	4907.82	13.2624	1.93088
ENST00000564952	1292	1101.82	0	0
ENST00000562825	1444	1253.82	0	0
ENST00000576522	1732	1541.82	0.169897	0.0787359
ENST00000576372	1155	964.823	0	0
ENST00000576061	1009	818.823	0	0
ENST00000573131	878	687.823	0	0
ENST00000571812	964	773.823	0	0
ENST00000567425	2881	2690.82	0	0
ENST00000564372	3015	2824.82	0	0
ENST00000565289	3891	3700.82	0	0
ENST00000569371	867	676.823	0	0
ENST00000563014	2261	2070.82	0	0
ENST00000561944	589	399.048	0	0
ENST00000564483	547	357.391	0	0
ENST00000563696	679	488.876	0	0
ENST00000573281	1596	1405.82	0	0
ENST00000573121	611	420.965	0	0
ENST00000571439	678	487.876	0	0
ENST00000575971	449	260.738	0	0
ENST00000574588	1475	1284.82	0	0
ENST00000570192	1704	1513.82	57.0121	26.91
ENST00000573298	517	327.597	0	0
ENST00000575923	1962	1771.82	0	0
ENST00000573679	5164	4973.82	0	0
ENST00000574399	926	735.823	0	0
ENST00000576833	2291	2100.82	0	0
ENST00000573477	4626	4435.82	0	0
ENST00000570609	1017	826.823	0	0
ENST00000571847	1338	1147.82	1.12062	0.697595
ENST00000574441	2336	2145.82	0	0
ENST00000573971	462	273.497	0	0
ENST00000572593	264	94.6013	0	0
ENST00000574718	408	221.412	0	0
ENST00000570905	612	421.965	0	0
ENST00000575803	648	457.876	0	0
ENST00000569367	7980	7789.82	0	0
ENST00000561850	1254	1063.82	0	0
ENST00000566399	550	360.356	0.709527	1.40689
ENST00000565218	12677	12486.8	30.2461	1.73077
ENST00000562259	12590	12399.8	0.0752332	0.00433527
ENST00000562468	12489	12298.8	61.493	3.5726
ENST00000561982	11654	11463.8	41.9761	2.61634
ENST00000569447	805	614.823	0	0
ENST00000566881	7857	7666.82	85.756	7.99228
ENST00000562647	2059	1868.82	0	0
ENST00000564478	1420	1229.82	1.48786	0.864453
ENST00000567199	466	277.415	5.75616	14.826
ENST00000563337	2310	2119.82	4.4672	1.50577
ENST00000569546	1918	1727.82	0	0
ENST00000570240	1724	1533.82	1.79614	0.836734
ENST00000568935	632	441.921	0	0
ENST00000563015	756	565.823	0.963803	1.21711
ENST00000562689	661	470.876	0.5	0.758726
ENST00000552105	6249	6058.82	1.1777	0.138889
ENST00000550485	6195	6004.82	0	0
ENST00000562697	5929	5738.82	0.190117	0.0236712
ENST00000565569	969	778.823	0	0
ENST00000564689	769	578.823	0	0
ENST00000562972	408	221.412	2.11463	6.82425
ENST00000568601	659	468.876	0	0
ENST00000562085	3351	3160.82	36.7234	8.30165
ENST00000568747	543	353.427	0	0
ENST00000548763	318	138.539	1.03359	5.33085
ENST00000546691	381	195.717	0	0
ENST00000548039	372	187.264	0	0
ENST00000552733	2136	1945.82	0	0
ENST00000551239	2139	1948.82	0	0
